image_path,label
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3820.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1486.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_270.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1059.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2466.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_211.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3129.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_310.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3699.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1021.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1139.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1954.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1270.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3571.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2304.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_958.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_617.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_261.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_178.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_106.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2891.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2244.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_755.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1174.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_100.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3541.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2528.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2457.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_764.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3435.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1646.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3974.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2047.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1614.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2026.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3100.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3680.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1413.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2700.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_729.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1116.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3289.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3692.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1860.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3506.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2994.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1029.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2546.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2052.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_812.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1235.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_535.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3120.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_977.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2467.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_664.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_826.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2417.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3809.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2671.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_870.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3866.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_869.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2905.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3126.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2139.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1422.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1375.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2670.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3950.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_211.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1397.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_569.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1233.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3162.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_122.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_709.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3036.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1791.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2182.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3448.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3663.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2058.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3313.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3889.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3669.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_475.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3679.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1058.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1377.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2164.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3015.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1434.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3314.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1579.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3549.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_959.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3624.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1739.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2808.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2547.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3737.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1557.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_894.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3348.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_841.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1515.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1402.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_562.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2563.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2466.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2049.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2913.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1641.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1246.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2364.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2062.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3421.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3580.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_461.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1644.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3217.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1268.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1333.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_58.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_378.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1607.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2665.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1787.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1548.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1983.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1347.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_613.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1597.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_359.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2040.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_168.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1153.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3913.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3953.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_256.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_758.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_234.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_787.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3810.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3354.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_957.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_274.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3850.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_977.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1913.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1289.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_515.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1134.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1876.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1738.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3722.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3069.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_837.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2802.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_115.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1553.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2493.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_762.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3134.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1913.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_939.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3765.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_770.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_711.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2759.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2579.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2258.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1107.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3838.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1893.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3315.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_540.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3805.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1423.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_650.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1043.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3573.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2558.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3381.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_435.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2105.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1538.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2846.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3856.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2005.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2492.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1409.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1954.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_983.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3915.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2248.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3480.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1126.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_945.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1017.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3528.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3687.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2202.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3247.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1103.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1779.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_489.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1389.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1144.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1349.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3626.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1361.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_583.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1294.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3206.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_985.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2929.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2006.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3560.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_593.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1811.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2246.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2700.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2546.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2977.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1104.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2175.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_554.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3721.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2197.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_538.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1733.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3070.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2878.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_275.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2430.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1483.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_535.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_720.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3891.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3594.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3776.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_766.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2851.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2645.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1710.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1252.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_855.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1481.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_901.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2828.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2601.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3631.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3635.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_251.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2576.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_81.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1812.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_953.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3394.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2439.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3425.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_789.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2566.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2818.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_566.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_336.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2194.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2460.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3075.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1336.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2701.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1329.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_690.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2463.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_647.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_403.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2008.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_227.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1021.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2747.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_952.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_820.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2763.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1376.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_483.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3552.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2927.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1093.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3801.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1815.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3827.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3593.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_718.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3467.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_967.jpg,Marble
